Date,Dish,Category,Orders,Price,Revenue,Cost,Profit,Day_of_Week,Rating
2024-03-02,Naan,Bread/Dessert/Beverage,73,50,3650,1168,2482,Saturday,4.8
2024-03-02,Gulab Jamun,Bread/Dessert/Beverage,27,80,2160,864,1296,Saturday,4.8
2024-03-02,Lassi,Bread/Dessert/Beverage,115,90,10350,4485,5865,Saturday,4.6
2024-03-02,Samosa,Bread/Dessert/Beverage,101,60,6060,2222,3838,Saturday,4.4
2024-03-02,Chole Bhature,Main Course,105,160,16800,5460,11340,Saturday,4.5
2024-03-03,Butter Chicken,Main Course,102,320,32640,10710,21930,Sunday,4.5
2024-03-03,Paneer Tikka,Main Course,62,280,17360,5828,11532,Sunday,3.7
2024-03-03,Biryani,Main Course,23,350,8050,2622,5428,Sunday,3.5
2024-03-03,Dal Makhani,Main Course,42,220,9240,3780,5460,Sunday,4.6
2024-03-03,Tandoori Roti,Bread/Dessert/Beverage,88,40,3520,1320,2200,Sunday,3.7
2024-03-03,Naan,Bread/Dessert/Beverage,35,50,1750,560,1190,Sunday,3.5
2024-03-03,Gulab Jamun,Bread/Dessert/Beverage,34,80,2720,884,1836,Sunday,4.8
2024-03-03,Lassi,Bread/Dessert/Beverage,25,90,2250,750,1500,Sunday,4.0
2024-03-03,Samosa,Bread/Dessert/Beverage,119,60,7140,2261,4879,Sunday,3.8
2024-03-03,Chole Bhature,Main Course,60,160,9600,3600,6000,Sunday,4.4
2024-03-04,Butter Chicken,Main Course,37,320,11840,3996,7844,Monday,3.6
2024-03-04,Paneer Tikka,Main Course,68,280,19040,6800,12240,Monday,3.9
2024-03-04,Biryani,Main Course,115,350,40250,13455,26795,Monday,4.9
2024-03-04,Dal Makhani,Main Course,110,220,24200,9460,14740,Monday,4.3
2024-03-04,Tandoori Roti,Bread/Dessert/Beverage,34,40,1360,476,884,Monday,4.1
2024-03-04,Naan,Bread/Dessert/Beverage,101,50,5050,1919,3131,Monday,4.5
2024-03-04,Gulab Jamun,Bread/Dessert/Beverage,53,80,4240,1696,2544,Monday,3.8
2024-03-04,Lassi,Bread/Dessert/Beverage,23,90,2070,782,1288,Monday,4.1
2024-03-04,Samosa,Bread/Dessert/Beverage,106,60,6360,2756,3604,Monday,4.4
2024-03-04,Chole Bhature,Main Course,63,160,10080,3843,6237,Monday,3.7
2024-03-05,Butter Chicken,Main Course,15,320,4800,1875,2925,Tuesday,3.7
2024-03-05,Paneer Tikka,Main Course,91,280,25480,8918,16562,Tuesday,3.7
2024-03-05,Biryani,Main Course,117,350,40950,16497,24453,Tuesday,3.8
2024-03-05,Dal Makhani,Main Course,96,220,21120,7584,13536,Tuesday,4.8
2024-03-05,Tandoori Roti,Bread/Dessert/Beverage,85,40,3400,1105,2295,Tuesday,4.3
2024-03-05,Naan,Bread/Dessert/Beverage,25,50,1250,450,800,Tuesday,3.5
2024-03-05,Gulab Jamun,Bread/Dessert/Beverage,108,80,8640,3672,4968,Tuesday,3.6
2024-03-05,Lassi,Bread/Dessert/Beverage,67,90,6030,2211,3819,Tuesday,4.3
2024-03-05,Samosa,Bread/Dessert/Beverage,68,60,4080,1632,2448,Tuesday,4.5
2024-03-05,Chole Bhature,Main Course,94,160,15040,5076,9964,Tuesday,3.5
2024-03-06,Butter Chicken,Main Course,85,320,27200,11135,16065,Wednesday,4.3
2024-03-06,Paneer Tikka,Main Course,74,280,20720,8806,11914,Wednesday,4.7
2024-03-06,Biryani,Main Course,27,350,9450,4023,5427,Wednesday,4.2
2024-03-06,Dal Makhani,Main Course,73,220,16060,5621,10439,Wednesday,4.7
2024-03-06,Tandoori Roti,Bread/Dessert/Beverage,10,40,400,150,250,Wednesday,3.8
2024-03-06,Naan,Bread/Dessert/Beverage,77,50,3850,1617,2233,Wednesday,4.8
2024-03-06,Gulab Jamun,Bread/Dessert/Beverage,104,80,8320,3120,5200,Wednesday,3.6
2024-03-06,Lassi,Bread/Dessert/Beverage,16,90,1440,512,928,Wednesday,4.7
2024-03-06,Samosa,Bread/Dessert/Beverage,80,60,4800,2080,2720,Wednesday,3.8
2024-03-06,Chole Bhature,Main Course,65,160,10400,3250,7150,Wednesday,4.8
2024-03-07,Butter Chicken,Main Course,117,320,37440,13455,23985,Thursday,4.3
2024-03-07,Paneer Tikka,Main Course,84,280,23520,10500,13020,Thursday,3.6
2024-03-07,Biryani,Main Course,71,350,24850,9869,14981,Thursday,3.6
2024-03-07,Dal Makhani,Main Course,75,220,16500,5850,10650,Thursday,4.7
2024-03-07,Tandoori Roti,Bread/Dessert/Beverage,109,40,4360,1635,2725,Thursday,5.0
2024-03-07,Naan,Bread/Dessert/Beverage,32,50,1600,608,992,Thursday,4.0
2024-03-07,Gulab Jamun,Bread/Dessert/Beverage,98,80,7840,2646,5194,Thursday,4.0
2024-03-07,Lassi,Bread/Dessert/Beverage,84,90,7560,2688,4872,Thursday,3.6
2024-03-07,Samosa,Bread/Dessert/Beverage,32,60,1920,672,1248,Thursday,4.2
2024-03-07,Chole Bhature,Main Course,103,160,16480,6695,9785,Thursday,4.5
2024-03-08,Butter Chicken,Main Course,114,320,36480,14820,21660,Friday,3.5
2024-03-08,Paneer Tikka,Main Course,26,280,7280,2418,4862,Friday,4.5
2024-03-08,Biryani,Main Course,23,350,8050,2990,5060,Friday,3.5
2024-03-08,Dal Makhani,Main Course,59,220,12980,5487,7493,Friday,4.7
2024-03-08,Tandoori Roti,Bread/Dessert/Beverage,94,40,3760,1410,2350,Friday,3.6
2024-03-08,Naan,Bread/Dessert/Beverage,86,50,4300,1806,2494,Friday,4.4
2024-03-08,Gulab Jamun,Bread/Dessert/Beverage,87,80,6960,2871,4089,Friday,4.6
2024-03-08,Lassi,Bread/Dessert/Beverage,51,90,4590,1938,2652,Friday,4.3
2024-03-08,Samosa,Bread/Dessert/Beverage,74,60,4440,1406,3034,Friday,4.5
2024-03-08,Chole Bhature,Main Course,59,160,9440,3717,5723,Friday,4.6
2024-03-09,Butter Chicken,Main Course,63,320,20160,6552,13608,Saturday,3.8
2024-03-09,Paneer Tikka,Main Course,87,280,24360,10527,13833,Saturday,4.6
2024-03-09,Biryani,Main Course,98,350,34300,14994,19306,Saturday,4.6
2024-03-09,Dal Makhani,Main Course,107,220,23540,9202,14338,Saturday,4.5
2024-03-09,Tandoori Roti,Bread/Dessert/Beverage,41,40,1640,697,943,Saturday,4.4
2024-03-09,Naan,Bread/Dessert/Beverage,45,50,2250,900,1350,Saturday,3.7
2024-03-09,Gulab Jamun,Bread/Dessert/Beverage,60,80,4800,1800,3000,Saturday,4.6
2024-03-09,Lassi,Bread/Dessert/Beverage,53,90,4770,1643,3127,Saturday,3.8
2024-03-09,Samosa,Bread/Dessert/Beverage,47,60,2820,987,1833,Saturday,3.9
2024-03-09,Chole Bhature,Main Course,67,160,10720,3551,7169,Saturday,4.1
2024-03-10,Butter Chicken,Main Course,113,320,36160,15820,20340,Sunday,4.3
2024-03-10,Paneer Tikka,Main Course,27,280,7560,2484,5076,Sunday,3.6
2024-03-10,Biryani,Main Course,27,350,9450,3834,5616,Sunday,4.1
2024-03-10,Dal Makhani,Main Course,62,220,13640,5766,7874,Sunday,4.5
2024-03-10,Tandoori Roti,Bread/Dessert/Beverage,87,40,3480,1479,2001,Sunday,3.9
2024-03-10,Naan,Bread/Dessert/Beverage,99,50,4950,1980,2970,Sunday,3.9
2024-03-10,Gulab Jamun,Bread/Dessert/Beverage,105,80,8400,3675,4725,Sunday,4.5
2024-03-10,Lassi,Bread/Dessert/Beverage,75,90,6750,2325,4425,Sunday,3.9
2024-03-10,Samosa,Bread/Dessert/Beverage,48,60,2880,960,1920,Sunday,4.5
2024-03-10,Chole Bhature,Main Course,117,160,18720,6201,12519,Sunday,4.4
2024-03-11,Butter Chicken,Main Course,99,320,31680,10791,20889,Monday,4.5
2024-03-11,Paneer Tikka,Main Course,80,280,22400,9440,12960,Monday,4.7
2024-03-11,Biryani,Main Course,120,350,42000,17400,24600,Monday,3.8
2024-03-11,Dal Makhani,Main Course,50,220,11000,3450,7550,Monday,4.5
2024-03-11,Tandoori Roti,Bread/Dessert/Beverage,101,40,4040,1414,2626,Monday,4.1
2024-03-11,Naan,Bread/Dessert/Beverage,104,50,5200,1560,3640,Monday,3.9
2024-03-11,Gulab Jamun,Bread/Dessert/Beverage,80,80,6400,1920,4480,Monday,4.8
2024-03-11,Lassi,Bread/Dessert/Beverage,90,90,8100,2700,5400,Monday,4.3
2024-03-11,Samosa,Bread/Dessert/Beverage,37,60,2220,666,1554,Monday,4.5
2024-03-11,Chole Bhature,Main Course,35,160,5600,1960,3640,Monday,4.8
2024-03-12,Butter Chicken,Main Course,36,320,11520,5004,6516,Tuesday,4.0
2024-03-12,Paneer Tikka,Main Course,89,280,24920,10858,14062,Tuesday,5.0
2024-03-12,Biryani,Main Course,101,350,35350,14948,20402,Tuesday,4.8
2024-03-12,Dal Makhani,Main Course,47,220,10340,3478,6862,Tuesday,4.4
2024-03-12,Tandoori Roti,Bread/Dessert/Beverage,97,40,3880,1164,2716,Tuesday,3.6
2024-03-12,Naan,Bread/Dessert/Beverage,54,50,2700,1188,1512,Tuesday,4.0
2024-03-12,Gulab Jamun,Bread/Dessert/Beverage,96,80,7680,3168,4512,Tuesday,4.7
2024-03-12,Lassi,Bread/Dessert/Beverage,26,90,2340,1014,1326,Tuesday,5.0
2024-03-12,Samosa,Bread/Dessert/Beverage,100,60,6000,2000,4000,Tuesday,3.6
2024-03-12,Chole Bhature,Main Course,93,160,14880,5394,9486,Tuesday,3.7
2024-03-13,Butter Chicken,Main Course,32,320,10240,3104,7136,Wednesday,4.0
2024-03-13,Paneer Tikka,Main Course,74,280,20720,8658,12062,Wednesday,4.3
2024-03-13,Biryani,Main Course,79,350,27650,9559,18091,Wednesday,4.5
2024-03-13,Dal Makhani,Main Course,98,220,21560,7252,14308,Wednesday,3.5
2024-03-13,Tandoori Roti,Bread/Dessert/Beverage,91,40,3640,1547,2093,Wednesday,4.4
2024-03-13,Naan,Bread/Dessert/Beverage,51,50,2550,1071,1479,Wednesday,3.6
2024-03-13,Gulab Jamun,Bread/Dessert/Beverage,100,80,8000,3400,4600,Wednesday,4.4
2024-03-13,Lassi,Bread/Dessert/Beverage,24,90,2160,840,1320,Wednesday,4.4
2024-03-13,Samosa,Bread/Dessert/Beverage,107,60,6420,2782,3638,Wednesday,4.4
2024-03-13,Chole Bhature,Main Course,55,160,8800,3410,5390,Wednesday,5.0
2024-03-14,Butter Chicken,Main Course,81,320,25920,10692,15228,Thursday,4.2
2024-03-14,Paneer Tikka,Main Course,71,280,19880,8094,11786,Thursday,4.1
2024-03-14,Biryani,Main Course,84,350,29400,9828,19572,Thursday,4.4
2024-03-14,Dal Makhani,Main Course,83,220,18260,8051,10209,Thursday,4.9
2024-03-14,Tandoori Roti,Bread/Dessert/Beverage,95,40,3800,1330,2470,Thursday,4.3
2024-03-14,Naan,Bread/Dessert/Beverage,100,50,5000,1700,3300,Thursday,5.0
2024-03-14,Gulab Jamun,Bread/Dessert/Beverage,63,80,5040,2268,2772,Thursday,4.5
2024-03-14,Lassi,Bread/Dessert/Beverage,96,90,8640,3648,4992,Thursday,4.6
2024-03-14,Samosa,Bread/Dessert/Beverage,105,60,6300,2415,3885,Thursday,3.6
2024-03-14,Chole Bhature,Main Course,117,160,18720,6903,11817,Thursday,4.5
2024-03-15,Butter Chicken,Main Course,78,320,24960,10062,14898,Friday,4.1
2024-03-15,Paneer Tikka,Main Course,46,280,12880,5704,7176,Friday,3.8
2024-03-15,Biryani,Main Course,118,350,41300,15458,25842,Friday,4.5
2024-03-15,Dal Makhani,Main Course,64,220,14080,5696,8384,Friday,4.5
2024-03-15,Tandoori Roti,Bread/Dessert/Beverage,113,40,4520,1582,2938,Friday,3.7
2024-03-15,Naan,Bread/Dessert/Beverage,11,50,550,220,330,Friday,4.4
2024-03-15,Gulab Jamun,Bread/Dessert/Beverage,76,80,6080,1976,4104,Friday,4.6
2024-03-15,Lassi,Bread/Dessert/Beverage,23,90,2070,759,1311,Friday,4.5
2024-03-15,Samosa,Bread/Dessert/Beverage,13,60,780,338,442,Friday,3.8
2024-03-15,Chole Bhature,Main Course,58,160,9280,2784,6496,Friday,4.7
2024-03-16,Butter Chicken,Main Course,28,320,8960,3500,5460,Saturday,4.5
2024-03-16,Paneer Tikka,Main Course,16,280,4480,1904,2576,Saturday,4.7
2024-03-16,Biryani,Main Course,95,350,33250,14725,18525,Saturday,4.3
2024-03-16,Dal Makhani,Main Course,17,220,3740,1394,2346,Saturday,4.1
2024-03-16,Tandoori Roti,Bread/Dessert/Beverage,35,40,1400,455,945,Saturday,4.4
2024-03-16,Naan,Bread/Dessert/Beverage,44,50,2200,748,1452,Saturday,4.9
2024-03-16,Gulab Jamun,Bread/Dessert/Beverage,106,80,8480,3286,5194,Saturday,4.4
2024-03-16,Lassi,Bread/Dessert/Beverage,110,90,9900,3520,6380,Saturday,3.6
2024-03-16,Samosa,Bread/Dessert/Beverage,30,60,1800,540,1260,Saturday,4.1
2024-03-16,Chole Bhature,Main Course,46,160,7360,2300,5060,Saturday,4.4
2024-03-17,Butter Chicken,Main Course,97,320,31040,13386,17654,Sunday,4.8
2024-03-17,Paneer Tikka,Main Course,42,280,11760,4704,7056,Sunday,3.8
2024-03-17,Biryani,Main Course,28,350,9800,4200,5600,Sunday,4.8
2024-03-17,Dal Makhani,Main Course,117,220,25740,8424,17316,Sunday,4.6
2024-03-17,Tandoori Roti,Bread/Dessert/Beverage,17,40,680,238,442,Sunday,4.7
2024-03-17,Naan,Bread/Dessert/Beverage,98,50,4900,2156,2744,Sunday,3.5
2024-03-17,Gulab Jamun,Bread/Dessert/Beverage,110,80,8800,3850,4950,Sunday,4.4
2024-03-17,Lassi,Bread/Dessert/Beverage,47,90,4230,1880,2350,Sunday,4.2
2024-03-17,Samosa,Bread/Dessert/Beverage,36,60,2160,936,1224,Sunday,3.6
2024-03-17,Chole Bhature,Main Course,106,160,16960,5936,11024,Sunday,3.6
2024-03-18,Butter Chicken,Main Course,79,320,25280,11297,13983,Monday,4.7
2024-03-18,Paneer Tikka,Main Course,14,280,3920,1680,2240,Monday,4.9
2024-03-18,Biryani,Main Course,55,350,19250,5995,13255,Monday,4.1
2024-03-18,Dal Makhani,Main Course,114,220,25080,7752,17328,Monday,3.8
2024-03-18,Tandoori Roti,Bread/Dessert/Beverage,67,40,2680,871,1809,Monday,4.2
2024-03-18,Naan,Bread/Dessert/Beverage,23,50,1150,391,759,Monday,3.7
2024-03-18,Gulab Jamun,Bread/Dessert/Beverage,88,80,7040,2288,4752,Monday,3.7
2024-03-18,Lassi,Bread/Dessert/Beverage,96,90,8640,3840,4800,Monday,4.6
2024-03-18,Samosa,Bread/Dessert/Beverage,104,60,6240,2808,3432,Monday,4.2
2024-03-18,Chole Bhature,Main Course,81,160,12960,4455,8505,Monday,4.7
2024-03-19,Butter Chicken,Main Course,120,320,38400,13440,24960,Tuesday,3.9
2024-03-19,Paneer Tikka,Main Course,38,280,10640,3572,7068,Tuesday,3.7
2024-03-19,Biryani,Main Course,105,350,36750,12390,24360,Tuesday,4.0
2024-03-19,Dal Makhani,Main Course,92,220,20240,8096,12144,Tuesday,3.6
2024-03-19,Tandoori Roti,Bread/Dessert/Beverage,81,40,3240,1053,2187,Tuesday,4.7
2024-03-19,Naan,Bread/Dessert/Beverage,59,50,2950,944,2006,Tuesday,4.0
2024-03-19,Gulab Jamun,Bread/Dessert/Beverage,40,80,3200,1360,1840,Tuesday,3.7
2024-03-19,Lassi,Bread/Dessert/Beverage,75,90,6750,2100,4650,Tuesday,4.2
2024-03-19,Samosa,Bread/Dessert/Beverage,110,60,6600,2310,4290,Tuesday,4.3
2024-03-19,Chole Bhature,Main Course,111,160,17760,7437,10323,Tuesday,3.7
2024-03-20,Butter Chicken,Main Course,112,320,35840,13888,21952,Wednesday,4.3
2024-03-20,Paneer Tikka,Main Course,99,280,27720,8910,18810,Wednesday,4.4
2024-03-20,Biryani,Main Course,46,350,16100,5474,10626,Wednesday,4.2
2024-03-20,Dal Makhani,Main Course,98,220,21560,6762,14798,Wednesday,4.2
2024-03-20,Tandoori Roti,Bread/Dessert/Beverage,95,40,3800,1330,2470,Wednesday,4.7
2024-03-20,Naan,Bread/Dessert/Beverage,16,50,800,240,560,Wednesday,4.1
2024-03-20,Gulab Jamun,Bread/Dessert/Beverage,58,80,4640,1740,2900,Wednesday,4.6
2024-03-20,Lassi,Bread/Dessert/Beverage,59,90,5310,2065,3245,Wednesday,4.5
2024-03-20,Samosa,Bread/Dessert/Beverage,63,60,3780,1575,2205,Wednesday,4.8
2024-03-20,Chole Bhature,Main Course,110,160,17600,6160,11440,Wednesday,4.3
2024-03-21,Butter Chicken,Main Course,97,320,31040,13192,17848,Thursday,5.0
2024-03-21,Paneer Tikka,Main Course,50,280,14000,6050,7950,Thursday,4.1
2024-03-21,Biryani,Main Course,80,350,28000,9200,18800,Thursday,4.2
2024-03-21,Dal Makhani,Main Course,16,220,3520,1440,2080,Thursday,4.2
2024-03-21,Tandoori Roti,Bread/Dessert/Beverage,11,40,440,165,275,Thursday,4.8
2024-03-21,Naan,Bread/Dessert/Beverage,105,50,5250,1890,3360,Thursday,4.8
2024-03-21,Gulab Jamun,Bread/Dessert/Beverage,42,80,3360,1218,2142,Thursday,4.0
2024-03-21,Lassi,Bread/Dessert/Beverage,35,90,3150,1155,1995,Thursday,4.6
2024-03-21,Samosa,Bread/Dessert/Beverage,89,60,5340,1691,3649,Thursday,3.8
2024-03-21,Chole Bhature,Main Course,109,160,17440,7739,9701,Thursday,3.8
2024-03-22,Butter Chicken,Main Course,120,320,38400,14760,23640,Friday,4.4
2024-03-22,Paneer Tikka,Main Course,66,280,18480,6930,11550,Friday,4.5
2024-03-22,Biryani,Main Course,116,350,40600,13572,27028,Friday,4.3
2024-03-22,Dal Makhani,Main Course,38,220,8360,2964,5396,Friday,4.5
2024-03-22,Tandoori Roti,Bread/Dessert/Beverage,91,40,3640,1183,2457,Friday,4.4
2024-03-22,Naan,Bread/Dessert/Beverage,100,50,5000,1600,3400,Friday,3.9
2024-03-22,Gulab Jamun,Bread/Dessert/Beverage,100,80,8000,2700,5300,Friday,3.8
2024-03-22,Lassi,Bread/Dessert/Beverage,92,90,8280,3496,4784,Friday,3.9
2024-03-22,Samosa,Bread/Dessert/Beverage,57,60,3420,1482,1938,Friday,5.0
2024-03-22,Chole Bhature,Main Course,106,160,16960,6572,10388,Friday,3.7
2024-03-23,Butter Chicken,Main Course,85,320,27200,9690,17510,Saturday,4.7
2024-03-23,Paneer Tikka,Main Course,79,280,22120,7821,14299,Saturday,3.6
2024-03-23,Biryani,Main Course,104,350,36400,13936,22464,Saturday,4.8
2024-03-23,Dal Makhani,Main Course,87,220,19140,8004,11136,Saturday,3.8
2024-03-23,Tandoori Roti,Bread/Dessert/Beverage,35,40,1400,560,840,Saturday,3.8
2024-03-23,Naan,Bread/Dessert/Beverage,109,50,5450,1853,3597,Saturday,4.8
2024-03-23,Gulab Jamun,Bread/Dessert/Beverage,102,80,8160,2754,5406,Saturday,3.9
2024-03-23,Lassi,Bread/Dessert/Beverage,34,90,3060,918,2142,Saturday,4.8
2024-03-23,Samosa,Bread/Dessert/Beverage,47,60,2820,1175,1645,Saturday,4.4
2024-03-23,Chole Bhature,Main Course,67,160,10720,4422,6298,Saturday,3.7
2024-03-24,Butter Chicken,Main Course,32,320,10240,3776,6464,Sunday,4.0
2024-03-24,Paneer Tikka,Main Course,97,280,27160,8536,18624,Sunday,4.2
2024-03-24,Biryani,Main Course,19,350,6650,2907,3743,Sunday,3.6
2024-03-24,Dal Makhani,Main Course,33,220,7260,2508,4752,Sunday,3.8
2024-03-24,Tandoori Roti,Bread/Dessert/Beverage,32,40,1280,416,864,Sunday,4.9
2024-03-24,Naan,Bread/Dessert/Beverage,104,50,5200,1976,3224,Sunday,4.2
2024-03-24,Gulab Jamun,Bread/Dessert/Beverage,75,80,6000,2475,3525,Sunday,3.7
2024-03-24,Lassi,Bread/Dessert/Beverage,25,90,2250,850,1400,Sunday,4.1
2024-03-24,Samosa,Bread/Dessert/Beverage,58,60,3480,1334,2146,Sunday,5.0
2024-03-24,Chole Bhature,Main Course,15,160,2400,990,1410,Sunday,4.1
2024-03-25,Butter Chicken,Main Course,64,320,20480,8704,11776,Monday,3.8
2024-03-25,Paneer Tikka,Main Course,45,280,12600,3825,8775,Monday,3.8
2024-03-25,Biryani,Main Course,81,350,28350,9963,18387,Monday,4.3
2024-03-25,Dal Makhani,Main Course,43,220,9460,3698,5762,Monday,4.9
2024-03-25,Tandoori Roti,Bread/Dessert/Beverage,26,40,1040,390,650,Monday,4.3
2024-03-25,Naan,Bread/Dessert/Beverage,30,50,1500,450,1050,Monday,3.6
2024-03-25,Gulab Jamun,Bread/Dessert/Beverage,84,80,6720,2604,4116,Monday,4.2
2024-03-25,Lassi,Bread/Dessert/Beverage,118,90,10620,4484,6136,Monday,3.7
2024-03-25,Samosa,Bread/Dessert/Beverage,42,60,2520,756,1764,Monday,4.2
2024-03-25,Chole Bhature,Main Course,10,160,1600,540,1060,Monday,3.6
2024-03-26,Butter Chicken,Main Course,52,320,16640,6812,9828,Tuesday,3.7
2024-03-26,Paneer Tikka,Main Course,69,280,19320,7590,11730,Tuesday,3.9
2024-03-26,Biryani,Main Course,100,350,35000,11400,23600,Tuesday,4.1
2024-03-26,Dal Makhani,Main Course,29,220,6380,2668,3712,Tuesday,4.1
2024-03-26,Tandoori Roti,Bread/Dessert/Beverage,15,40,600,255,345,Tuesday,3.7
2024-03-26,Naan,Bread/Dessert/Beverage,29,50,1450,609,841,Tuesday,3.9
2024-03-26,Gulab Jamun,Bread/Dessert/Beverage,51,80,4080,1632,2448,Tuesday,4.3
2024-03-26,Lassi,Bread/Dessert/Beverage,86,90,7740,3440,4300,Tuesday,4.1
2024-03-26,Samosa,Bread/Dessert/Beverage,16,60,960,304,656,Tuesday,3.5
2024-03-26,Chole Bhature,Main Course,109,160,17440,7412,10028,Tuesday,4.3
2024-03-27,Butter Chicken,Main Course,90,320,28800,11970,16830,Wednesday,3.9
2024-03-27,Paneer Tikka,Main Course,88,280,24640,8624,16016,Wednesday,3.5
2024-03-27,Biryani,Main Course,117,350,40950,18135,22815,Wednesday,4.5
2024-03-27,Dal Makhani,Main Course,94,220,20680,9118,11562,Wednesday,3.9
2024-03-27,Tandoori Roti,Bread/Dessert/Beverage,48,40,1920,768,1152,Wednesday,4.5
2024-03-27,Naan,Bread/Dessert/Beverage,72,50,3600,1224,2376,Wednesday,4.8
2024-03-27,Gulab Jamun,Bread/Dessert/Beverage,111,80,8880,3885,4995,Wednesday,4.8
2024-03-27,Lassi,Bread/Dessert/Beverage,83,90,7470,3071,4399,Wednesday,3.9
2024-03-27,Samosa,Bread/Dessert/Beverage,80,60,4800,1680,3120,Wednesday,4.9
2024-03-27,Chole Bhature,Main Course,55,160,8800,2640,6160,Wednesday,4.6
2024-03-28,Butter Chicken,Main Course,19,320,6080,2470,3610,Thursday,4.4
2024-03-28,Paneer Tikka,Main Course,110,280,30800,13860,16940,Thursday,4.0
2024-03-28,Biryani,Main Course,100,350,35000,12300,22700,Thursday,3.6
2024-03-28,Dal Makhani,Main Course,50,220,11000,4050,6950,Thursday,3.9
2024-03-28,Tandoori Roti,Bread/Dessert/Beverage,77,40,3080,1078,2002,Thursday,4.8
2024-03-28,Naan,Bread/Dessert/Beverage,38,50,1900,836,1064,Thursday,3.8
2024-03-28,Gulab Jamun,Bread/Dessert/Beverage,33,80,2640,924,1716,Thursday,4.9
2024-03-28,Lassi,Bread/Dessert/Beverage,76,90,6840,2128,4712,Thursday,3.6
2024-03-28,Samosa,Bread/Dessert/Beverage,18,60,1080,342,738,Thursday,4.4
2024-03-28,Chole Bhature,Main Course,110,160,17600,5720,11880,Thursday,5.0
2024-03-29,Butter Chicken,Main Course,74,320,23680,8658,15022,Friday,4.3
2024-03-29,Paneer Tikka,Main Course,30,280,8400,2820,5580,Friday,4.2
2024-03-29,Biryani,Main Course,63,350,22050,8820,13230,Friday,4.6
2024-03-29,Dal Makhani,Main Course,79,220,17380,7189,10191,Friday,4.4
2024-03-29,Tandoori Roti,Bread/Dessert/Beverage,78,40,3120,1326,1794,Friday,4.7
2024-03-29,Naan,Bread/Dessert/Beverage,61,50,3050,1281,1769,Friday,3.6
2024-03-29,Gulab Jamun,Bread/Dessert/Beverage,21,80,1680,504,1176,Friday,3.8
2024-03-29,Lassi,Bread/Dessert/Beverage,54,90,4860,1944,2916,Friday,4.1
2024-03-29,Samosa,Bread/Dessert/Beverage,38,60,2280,836,1444,Friday,4.8
2024-03-29,Chole Bhature,Main Course,37,160,5920,2553,3367,Friday,4.9
2024-03-30,Butter Chicken,Main Course,94,320,30080,10434,19646,Saturday,4.5
2024-03-30,Paneer Tikka,Main Course,52,280,14560,4940,9620,Saturday,3.8
2024-03-30,Biryani,Main Course,52,350,18200,5980,12220,Saturday,4.0
2024-03-30,Dal Makhani,Main Course,56,220,12320,4480,7840,Saturday,4.7
2024-03-30,Tandoori Roti,Bread/Dessert/Beverage,47,40,1880,611,1269,Saturday,4.6
2024-03-30,Naan,Bread/Dessert/Beverage,37,50,1850,703,1147,Saturday,3.9
2024-03-30,Gulab Jamun,Bread/Dessert/Beverage,106,80,8480,3180,5300,Saturday,3.9
2024-03-30,Lassi,Bread/Dessert/Beverage,89,90,8010,3115,4895,Saturday,4.2
2024-03-30,Samosa,Bread/Dessert/Beverage,77,60,4620,1463,3157,Saturday,3.7
2024-03-30,Chole Bhature,Main Course,70,160,11200,4270,6930,Saturday,4.9
