Date,Product,Region,Units_Sold,Revenue,Cost,Profit,Profit_Margin_Pct,Category
2024-05-01,Speaker,Mumbai,309,1545000,1059717,485283,31.4,Mobile & Audio
2024-05-01,Speaker,Pune,356,1780000,1189215,590785,33.2,Mobile & Audio
2024-06-01,Laptop,Pune,344,22360000,13332478,9027522,40.4,Computing
2024-06-01,Laptop,Mumbai,35,2275000,1479522,795478,35.0,Computing
2024-06-01,Laptop,Delhi,66,4290000,2622758,1667242,38.9,Computing
2024-06-01,Laptop,Bangalore,402,26130000,14778317,11351683,43.4,Computing
2024-06-01,Smartphone,Hyderabad,252,6300000,4447443,1852557,29.4,Mobile & Audio
2024-06-01,Smartphone,Delhi,194,4850000,2780307,2069693,42.7,Mobile & Audio
2024-06-01,Smartphone,Pune,100,2500000,1778851,721149,28.8,Mobile & Audio
2024-06-01,Smartphone,Chennai,209,5225000,3269915,1955085,37.4,Mobile & Audio
2024-06-01,Headphones,Bangalore,99,346500,201480,145020,41.9,Mobile & Audio
2024-06-01,Headphones,Chennai,100,350000,224743,125257,35.8,Mobile & Audio
2024-06-01,Headphones,Mumbai,406,1421000,992428,428572,30.2,Mobile & Audio
2024-06-01,Headphones,Pune,336,1176000,793186,382814,32.6,Mobile & Audio
2024-06-01,Tablet,Mumbai,358,12530000,8609556,3920444,31.3,Mobile & Audio
2024-06-01,Tablet,Chennai,237,8295000,5491233,2803767,33.8,Mobile & Audio
2024-06-01,Tablet,Bangalore,268,9380000,6262904,3117096,33.2,Mobile & Audio
2024-06-01,Tablet,Delhi,330,11550000,8019896,3530104,30.6,Mobile & Audio
2024-06-01,Smartwatch,Pune,406,6090000,3607981,2482019,40.8,Mobile & Audio
2024-06-01,Smartwatch,Chennai,282,4230000,2678445,1551555,36.7,Mobile & Audio
2024-06-01,Smartwatch,Bangalore,78,1170000,687499,482501,41.2,Mobile & Audio
2024-06-01,Smartwatch,Mumbai,196,2940000,2110636,829364,28.2,Mobile & Audio
2024-06-01,Keyboard,Pune,367,917500,651875,265625,29.0,Computing
2024-06-01,Keyboard,Mumbai,323,807500,449537,357963,44.3,Computing
2024-06-01,Keyboard,Bangalore,269,672500,450540,221960,33.0,Computing
2024-06-01,Keyboard,Chennai,289,722500,511019,211481,29.3,Computing
2024-06-01,Mouse,Chennai,222,266400,154698,111702,41.9,Computing
2024-06-01,Mouse,Bangalore,326,391200,252931,138269,35.3,Computing
2024-06-01,Mouse,Mumbai,48,57600,40644,16956,29.4,Computing
2024-06-01,Mouse,Pune,23,27600,15339,12261,44.4,Computing
2024-06-01,Monitor,Delhi,411,7398000,4946018,2451982,33.1,Computing
2024-06-01,Monitor,Bangalore,150,2700000,1621483,1078517,39.9,Computing
2024-06-01,Monitor,Chennai,168,3024000,2138414,885586,29.3,Computing
2024-06-01,Monitor,Mumbai,187,3366000,2406959,959041,28.5,Computing
2024-06-01,Webcam,Mumbai,240,960000,682104,277896,28.9,Computing
2024-06-01,Webcam,Chennai,109,436000,274949,161051,36.9,Computing
2024-06-01,Webcam,Pune,86,344000,239612,104388,30.3,Computing
2024-06-01,Webcam,Bangalore,214,856000,593699,262301,30.6,Computing
2024-06-01,Speaker,Hyderabad,223,1115000,673735,441265,39.6,Mobile & Audio
2024-06-01,Speaker,Delhi,461,2305000,1592561,712439,30.9,Mobile & Audio
2024-06-01,Speaker,Bangalore,399,1995000,1109801,885199,44.4,Mobile & Audio
2024-06-01,Speaker,Mumbai,41,205000,133530,71470,34.9,Mobile & Audio
